user,time,appDisplayName_score,clientAppUsed_score,deviceDetailbrowser_score,deviceDetaildisplayName_score,deviceDetailoperatingSystem_score,statusfailureReason_score,appincrement_score,locincrement_score,logcount_score,anomalyScore
cperry@domain.com,2022-08-30T00:17:05.651523Z,2.3645017,2.3998146,2.3308399,1.4480801,2.2895405,3.0428424,0.14096805,0.3235395,1.122596,1.7180803
cperry@domain.com,2022-08-30T04:07:36.450933Z,0.40728083,0.39341265,0.4001481,0.26700452,0.4013571,0.3526777,0.6464819,0.3393524,0.5904712,0.42202073
cperry@domain.com,2022-08-30T07:35:58.957992Z,0.40793064,0.39393675,0.40097785,0.26783296,0.40216184,0.3532313,0.6467616,0.3389219,0.1469323,0.37318748
cperry@domain.com,2022-08-30T09:36:15.555114Z,0.40862277,0.3945163,0.40190718,0.2687377,0.40308496,0.35386208,0.6469347,0.33852974,0.2184104,0.3816229
cperry@domain.com,2022-08-30T12:05:53.891666Z,2.272683,2.4360135,2.395257,1.2442119,2.3058047,0.940887,0.0055114096,0.3271701,0.48647398,1.3793347
cperry@domain.com,2022-08-30T12:06:43.821659Z,0.40768403,0.3899798,0.40041414,0.2677453,0.40134305,0.35242432,0.25232288,0.33370346,0.6949368,0.3889504
cperry@domain.com,2022-08-30T13:42:03.737061Z,0.4084784,0.39072356,0.40136394,0.26878107,0.40235567,0.35317233,0.2491371,0.33304805,0.83991295,0.40521923
cperry@domain.com,2022-08-30T14:25:54.076578Z,0.40928066,0.39146706,0.40237647,0.26989827,0.40334868,0.35396147,0.2453843,0.33234265,0.90898436,0.41300488
cperry@domain.com,2022-08-30T14:28:53.098730Z,0.4100749,0.3921821,0.40338883,0.2710274,0.4043123,0.35476136,0.24162708,0.3316191,0.90213263,0.4123473
cperry@domain.com,2022-08-30T17:15:45.471080Z,0.4108381,0.39287397,0.4044361,0.2721583,0.40526417,0.3555156,0.23704311,0.33089775,0.81979847,0.40320286
cperry@domain.com,2022-08-30T22:06:29.872595Z,0.41153494,0.39353186,0.40543962,0.27324915,0.4061656,0.3562355,0.23082699,0.33021563,0.66221195,0.38549012
cperry@domain.com,2022-08-30T22:08:53.559456Z,0.41220108,0.39412156,0.40639827,0.2742933,0.40694278,0.35692745,0.22341008,0.32962862,0.42935058,0.3592526
cperry@domain.com,2022-08-30T23:08:41.554570Z,0.4128465,0.39466926,0.40732864,0.27531353,0.4076309,0.35759965,0.2155572,0.32910436,0.120880336,0.32454783
attacktarget@domain.com,2022-08-30T01:23:39.272080Z,0.48678645,0.3273175,0.11666709,0.08393272,0.07990164,0.19742179,0.6257563,2.392878,0.6292911,0.5488837
attacktarget@domain.com,2022-08-30T03:14:54.623194Z,0.5202111,0.43869862,0.12425976,0.10013444,0.09665492,0.362617,0.6736683,0.38144675,0.39287597,0.34339634
attacktarget@domain.com,2022-08-30T04:07:03.965426Z,0.5195524,0.4306066,0.12393288,0.10008849,0.096621655,0.36023584,0.6754575,0.3845348,0.025582153,0.30184582
attacktarget@domain.com,2022-08-30T05:41:53.299608Z,0.518461,0.42062858,0.123501405,0.09984467,0.09646314,0.35519674,0.6772022,0.38741854,0.26827475,0.32744345
attacktarget@domain.com,2022-08-30T05:57:57.850950Z,0.5174486,0.41109902,0.123218395,0.099624135,0.09640748,0.35210982,0.6794265,0.39044726,0.4894794,0.35102898
attacktarget@domain.com,2022-08-30T06:57:24.295193Z,0.5164561,0.40239257,0.1230104,0.09945814,0.09642442,0.3504625,0.6815407,0.39359295,0.6378287,0.36679628
attacktarget@domain.com,2022-08-30T07:41:03.950076Z,0.51581246,0.39594775,0.122936204,0.09944772,0.0965672,0.35210982,0.6823508,0.3969042,0.7135196,0.3750662
attacktarget@domain.com,2022-08-30T07:57:40.348036Z,0.5152126,0.3910268,0.12296295,0.09954083,0.09684974,0.35588896,0.68314224,0.39997318,0.7159625,0.37561774
attacktarget@domain.com,2022-08-30T12:29:04.240363Z,0.5146263,0.38692826,0.123099186,0.09977974,0.097296275,0.36292148,0.6845351,0.4028758,0.64537674,0.36860433
attacktarget@domain.com,2022-08-30T14:39:59.958973Z,1.7412062,1.1833118,0.01816602,0.025282321,0.008287328,1.19768,0.5020858,0.41205132,0.5006674,0.6209709
attacktarget@domain.com,2022-08-30T15:52:33.917633Z,0.5191467,0.42859885,0.12872563,0.10803724,0.104152806,0.47933835,0.4914035,0.42218304,0.30504367,0.33184776
attacktarget@domain.com,2022-08-30T19:47:21.104479Z,0.51888627,0.43363044,0.12917197,0.10836489,0.10488173,0.49230993,0.4914969,0.42386097,0.02166199,0.30269614
attacktarget@domain.com,2022-08-30T20:11:25.435900Z,0.5185045,0.43724704,0.12954606,0.10855327,0.10557381,0.50399387,0.49179688,0.4255406,0.33524677,0.3395559
attacktarget@domain.com,2022-08-30T20:19:57.486429Z,0.5179033,0.4398961,0.12990434,0.10865697,0.10620597,0.51477796,0.49227035,0.4269041,0.7658379,0.38915077
attacktarget@domain.com,2022-08-30T21:01:48.606768Z,0.517273,0.44390002,0.13028501,0.10883247,0.10682668,0.5234421,0.49266157,0.4284488,1.2692205,0.44676554
attacktarget@domain.com,2022-08-30T21:14:09.200512Z,0.51680154,0.45008165,0.13071407,0.10905585,0.107394725,0.53115004,0.4930381,0.43032345,1.8467681,0.5128142
attacktarget@domain.com,2022-08-30T22:11:01.831708Z,0.5166482,0.45651773,0.13125047,0.10926879,0.10796404,0.5390389,0.4932911,0.4320549,2.4985437,0.58717537
attacktarget@domain.com,2022-08-30T23:05:47.251155Z,0.5166803,0.46236128,0.13181785,0.10948727,0.10854616,0.5469699,0.49318668,0.4334441,3.2228017,0.6694772
djohnson@domain.com,2022-08-30T03:48:16.017637Z,0.09629007,0.22771327,0.34674364,0.8344787,0.47994155,0.038637005,2.6984062,4.331102,0.78845036,1.0935292
djohnson@domain.com,2022-08-30T04:17:58.329199Z,0.9584892,0.28765976,0.88568676,2.3783212,0.32297066,0.3574266,2.7364943,3.8985536,0.53824747,1.373761
djohnson@domain.com,2022-08-30T13:32:25.968902Z,1.0670296,0.19810167,0.37358737,0.9549757,0.47869563,0.14915173,0.1353145,2.3503819,0.9582204,0.74060655
djohnson@domain.com,2022-08-30T23:49:02.443976Z,0.93442047,0.30550942,0.52952313,0.9561975,0.51064426,0.18311559,0.62118465,3.8631544,0.7689429,0.96363246
mmartin@domain.com,2022-08-30T00:50:13.769088Z,2.061828,0.49427888,0.85028785,0.5366906,0.151626,0.28201073,2.8802176,4.465154,0.80120623,1.3914778
mmartin@domain.com,2022-08-30T01:44:44.728410Z,0.40112948,0.34566328,1.4120265,0.5824668,0.14218323,0.27951044,1.7047448,3.9991906,0.9460886,1.0903337
mmartin@domain.com,2022-08-30T03:14:27.739046Z,1.0330896,0.30898765,0.9513681,1.0933967,0.40915066,0.35975656,2.616899,6.1015325,0.23021638,1.4560441
mmartin@domain.com,2022-08-30T06:15:21.507594Z,0.9530707,0.3005209,0.79287416,0.4048675,0.5135995,0.2833224,0.22694074,3.8986137,0.94288754,0.92407745
mmartin@domain.com,2022-08-30T13:06:46.483305Z,0.5167147,0.8715506,1.1505669,0.3821892,3.2063742,0.2899401,0.23578946,5.6984053,0.890849,1.4713756
mmartin@domain.com,2022-08-30T14:30:20.671018Z,0.953074,0.30061275,0.79457134,0.40814546,0.51352215,0.28365913,0.45519933,4.2242045,0.93411463,0.9852337
mmartin@domain.com,2022-08-30T20:23:39.959191Z,0.40950784,0.30923852,1.4066367,0.5893687,0.1800932,0.2801956,0.08794001,4.6601377,0.9710757,0.98824376
mmartin@domain.com,2022-08-30T22:46:53.459353Z,2.295725,1.7922703,0.19242492,0.7031927,3.7614882,0.3398577,0.012937765,6.750243,0.5649845,1.8236805
mmartin@domain.com,2022-08-30T23:43:17.731540Z,0.05344296,0.19028771,0.58295196,0.043732747,0.48266122,0.2931624,0.5480896,5.694655,0.94539434,0.9815976
tprice@domain.com,2022-08-30T00:17:54.982684Z,1.0013897,0.0032636966,0.17468718,0.0983572,0.07460351,0.33128062,1.0906224,2.3588877,0.81694466,0.66111517
tprice@domain.com,2022-08-30T01:14:06.688503Z,0.62921834,0.18486707,0.2945061,0.20503668,0.22356348,0.434445,0.6887265,0.6461144,0.4522682,0.41763842
tprice@domain.com,2022-08-30T01:21:02.699214Z,0.6283029,0.18194619,0.29368648,0.20364404,0.22230546,0.43299928,0.6877465,0.33081502,0.18106921,0.35139057
tprice@domain.com,2022-08-30T03:40:19.287910Z,0.6290176,0.18000346,0.29336154,0.20269477,0.22176762,0.4324906,0.68725353,0.73861134,0.05461746,0.382202
tprice@domain.com,2022-08-30T03:53:43.279043Z,0.6288019,0.17969233,0.29313296,0.20237722,0.22137101,0.43219304,0.68569225,0.73820114,0.26973146,0.40568817
tprice@domain.com,2022-08-30T04:14:58.698069Z,0.5677126,0.13673729,0.26878756,0.17918327,0.1871674,2.678423,0.67354286,0.58089435,0.40857288,0.6312245
tprice@domain.com,2022-08-30T05:57:59.523463Z,1.0368037,0.016307449,0.16421077,0.08228702,0.054687202,0.3162359,0.67727095,0.5983524,0.549787,0.38843805
tprice@domain.com,2022-08-30T06:36:43.424163Z,1.1305209,0.48535353,3.3996518,0.21050985,0.31904373,0.08746202,0.6751763,0.11696503,0.63734007,0.7846692
tprice@domain.com,2022-08-30T07:25:43.927177Z,0.63341516,0.17758739,0.29311273,0.20166115,0.22145557,0.43284053,0.68297833,0.12058959,0.69982713,0.38482973
tprice@domain.com,2022-08-30T08:24:59.309559Z,0.6336451,0.17767192,0.293112,0.2016648,0.22134446,0.43285528,0.681481,0.11661227,0.70960087,0.385332
tprice@domain.com,2022-08-30T08:31:49.983107Z,2.9824684,11.166836,3.7181797,0.090217054,0.16574869,1.9601314,0.25925222,1.38671,0.68217605,2.490191
tprice@domain.com,2022-08-30T12:57:10.730181Z,0.651297,0.18485442,0.2976305,0.20619263,0.22849658,0.43937463,0.23179474,1.3299347,0.6234796,0.46589497
tprice@domain.com,2022-08-30T13:36:21.819991Z,1.1045759,0.008176478,0.18349715,0.09687448,0.070954606,0.3267671,0.23354822,1.3499717,0.51652724,0.43232143
tprice@domain.com,2022-08-30T15:44:06.440044Z,0.65190506,0.18501456,0.29759592,0.20605764,0.22828904,0.43945348,0.24198169,1.3180581,0.36858875,0.43743825
tprice@domain.com,2022-08-30T16:13:51.401964Z,0.65229625,0.18518493,0.29760846,0.20602694,0.2282821,0.43954355,0.24701247,1.3128561,0.17854662,0.41637304
tprice@domain.com,2022-08-30T19:04:01.954502Z,0.6527109,0.18540886,0.29762948,0.20601873,0.22829887,0.43964335,0.25200662,1.3081146,0.053530484,0.4025958
tprice@domain.com,2022-08-30T20:20:53.493080Z,0.6531247,0.18559676,0.29765052,0.20608045,0.22832899,0.4396974,0.25678247,1.3033607,0.32735077,0.43310806
tprice@domain.com,2022-08-30T21:29:53.115331Z,0.6536151,0.18582654,0.2976996,0.2061762,0.22838455,0.4397838,0.26173148,1.2988689,0.6432075,0.468366
khowell@domain.com,2022-08-30T05:54:21.360941Z,1.0138042,0.3038602,0.93508476,1.0838033,4.5861735,0.3596348,3.4575727,4.870835,0.60625815,1.9130028
khowell@domain.com,2022-08-30T08:11:17.250376Z,1.0099205,0.3135035,0.11937916,1.0628496,0.5176221,0.17389108,1.7016275,3.3419628,0.9001616,1.0156575
acole@domain.com,2022-08-30T01:54:26.730083Z,0.28273374,0.47834882,1.2174765,0.29891157,0.69605744,0.4891964,1.5603698,2.8177602,0.8198339,0.9622987
acole@domain.com,2022-08-30T06:47:32.724138Z,1.1142553,2.46375,0.66694427,0.083766535,0.70774996,2.827341,0.5937219,0.59641445,0.38669285,1.0489595
acole@domain.com,2022-08-30T06:50:16.223086Z,1.9962369,0.6719081,1.4116195,1.0894812,1.1429565,0.79193217,0.12896778,0.62255,0.10486073,0.88450146
acole@domain.com,2022-08-30T08:29:22.192663Z,1.1241308,2.491866,0.84973985,0.10740812,0.5438231,0.22223906,0.64015687,0.20321487,0.4005281,0.73145634
acole@domain.com,2022-08-30T09:21:58.389223Z,0.19168553,0.105200306,0.8441409,1.032307,1.0203491,0.102212325,0.8743305,0.18378188,0.6052269,0.5510261
acole@domain.com,2022-08-30T12:54:05.873666Z,0.061081942,0.3853116,0.91715205,0.006577153,0.572642,0.36725935,0.88123447,0.2487033,0.739311,0.4643637
